proteinA	proteinB
id_2047	id_560
id_1544	id_962
id_2286	id_2490
id_1245	id_950
id_867	id_975
id_1265	id_2303
id_1655	id_965
id_2131	id_1051
id_1206	id_1688
id_432	id_2120
id_440	id_2239
id_748	id_1014
id_1949	id_959
id_9	id_2003
id_2422	id_1923
id_463	id_2002
id_2164	id_663
id_690	id_175
id_723	id_1979
id_525	id_1630
id_2447	id_1473
id_808	id_1343
id_2027	id_891
id_855	id_594
id_848	id_2023
id_1728	id_588
id_1239	id_807
id_259	id_569
id_2094	id_1352
id_1097	id_552
id_2202	id_1026
id_2472	id_1123
id_251	id_973
id_42	id_1025
id_33	id_1279
id_607	id_1827
id_2225	id_1850
id_113	id_415
id_2318	id_1062
id_2288	id_1122
id_1958	id_478
id_31	id_1392
id_1142	id_156
id_660	id_221
id_164	id_2004
id_518	id_317
id_1904	id_1983
id_377	id_842
id_38	id_1179
id_1086	id_1776
id_1213	id_2467
id_516	id_1366
id_333	id_1289
id_2354	id_1898
id_784	id_302
id_2481	id_345
id_1726	id_2292
id_1499	id_649
id_644	id_1042
id_2514	id_2327
id_510	id_27
id_2241	id_53
id_2451	id_1116
id_1638	id_1297
id_2208	id_651
id_1939	id_1765
id_363	id_520
id_1039	id_1391
id_332	id_1869
id_2270	id_1937
id_1777	id_264
id_1005	id_2132
id_1597	id_1305
id_84	id_1120
id_918	id_2156
id_917	id_376
id_1532	id_1950
id_2066	id_2314
id_1258	id_2370
id_155	id_2485
id_28	id_139
id_252	id_2163
id_750	id_1670
id_2517	id_912
id_2407	id_2377
id_1438	id_834
id_246	id_445
id_1254	id_1862
id_2388	id_2530
id_1788	id_1080
id_836	id_541
id_667	id_1356
id_154	id_1872
id_2070	id_2187
id_482	id_934
id_329	id_1183
id_143	id_1640
id_285	id_102
id_1747	id_1508
id_1138	id_2229
id_1978	id_1193
id_977	id_1831
id_1087	id_226
id_1408	id_13
id_905	id_442
id_502	id_1676
id_2311	id_44
id_422	id_1682
id_1346	id_641
id_472	id_2317
id_643	id_1292
id_1702	id_219
id_1351	id_1942
id_1173	id_882
id_222	id_414
id_393	id_530
id_1476	id_2297
id_1479	id_1094
id_2386	id_1444
id_1707	id_386
id_424	id_1771
id_1618	id_402
id_352	id_1921
id_1992	id_630
id_948	id_1130
id_1234	id_1648
id_1917	id_814
id_1548	id_963
id_768	id_2188
id_204	id_341
id_1140	id_2151
id_189	id_475
id_664	id_1307
id_884	id_2379
id_2328	id_294
id_584	id_1613
id_546	id_522
id_1884	id_2062
id_2332	id_1092
id_1578	id_2356
id_123	id_304
id_1339	id_1299
id_2483	id_2192
id_1261	id_714
id_1812	id_1974
id_1357	id_2419
id_1720	id_413
id_15	id_1929
id_1931	id_410
id_1911	id_1700
id_1792	id_1275
id_468	id_344
id_338	id_1304
id_2529	id_2362
id_2074	id_1447
id_2348	id_1888
id_1610	id_1481
id_1693	id_153
id_280	id_466
id_2289	id_1587
id_1269	id_331
id_1902	id_1995
id_2126	id_1071
id_167	id_229
id_1815	id_1113
id_75	id_2505
id_874	id_2376
id_1787	id_120
id_420	id_1498
id_2184	id_185
id_974	id_1824
id_1928	id_929
id_372	id_2014
id_1511	id_1347
id_775	id_1734
id_2036	id_2401
id_1801	id_193
id_48	id_1762
id_1319	id_2232
id_1642	id_1240
id_2378	id_1733
id_1551	id_1988
id_1562	id_128
id_1943	id_282
id_2443	id_2006
id_10	id_2242
id_1933	id_2244
id_1738	id_2125
id_230	id_2260
id_2343	id_1895
id_2473	id_471
id_194	id_2349
id_2034	id_2051
id_1536	id_1903
id_1810	id_2466
id_2449	id_2228
id_2450	id_168
id_817	id_2119
id_272	id_36
id_1	id_101
id_1721	id_1813
id_2460	id_2493
id_1248	id_605
id_2091	id_1938
id_1892	id_196
id_1572	id_1684
id_547	id_2087
id_181	id_1599
id_585	id_1204
id_919	id_315
id_637	id_1414
id_1509	id_861
id_163	id_2093
id_2395	id_1704
id_843	id_835
id_2440	id_1135
id_740	id_214
id_1863	id_2262
id_636	id_1067
id_2225	id_1502
id_113	id_1868
id_2318	id_1317
id_2288	id_1038
id_1958	id_876
id_31	id_1348
id_1142	id_1450
id_660	id_1773
id_164	id_783
id_518	id_1137
id_1904	id_2469
id_377	id_1854
id_38	id_506
id_1086	id_627
id_1213	id_1756
id_516	id_449
id_333	id_2355
id_2354	id_1816
id_784	id_1287
id_2481	id_1379
id_1726	id_1802
id_1499	id_1126
id_644	id_1652
id_2514	id_1930
id_510	id_931
id_2241	id_1786
id_1638	id_519
id_2208	id_390
id_1939	id_972
id_363	id_1099
id_1039	id_2313
id_332	id_2095
id_2270	id_2204
id_1005	id_220
id_84	id_1442
id_918	id_1514
id_1532	id_2307
id_2066	id_652
id_1258	id_2444
id_155	id_858
id_28	id_1861
id_252	id_1466
id_750	id_1691
id_2517	id_1405
id_676	id_1870
id_1438	id_296
id_246	id_1780
id_1254	id_1247
id_2388	id_2018
id_1788	id_439
id_836	id_495
id_667	id_1118
id_154	id_1973
id_2070	id_1266
id_482	id_223
id_329	id_1842
id_143	id_195
id_285	id_1244
id_1747	id_1732
id_1138	id_3
id_1978	id_2320
id_977	id_1045
id_1087	id_473
id_1408	id_1793
id_30	id_1750
id_905	id_1591
id_502	id_126
id_2311	id_2011
id_422	id_454
id_1346	id_474
id_472	id_886
id_643	id_107
id_1702	id_2382
id_1351	id_1288
id_1173	id_2339
id_222	id_1194
id_393	id_496
id_1476	id_1960
id_1479	id_829
id_1707	id_1826
id_424	id_1170
id_1618	id_1210
id_352	id_446
id_1992	id_1889
id_948	id_337
id_1234	id_484
id_1917	id_880
id_2234	id_694
id_1548	id_1286
id_768	id_1517
id_204	id_728
id_2033	id_1621
id_1140	id_877
id_189	id_845
id_664	id_19
id_884	id_715
id_2328	id_1088
id_584	id_40
id_546	id_1469
id_1884	id_1431
id_2332	id_1981
id_123	id_2100
id_1339	id_611
id_2483	id_1470
id_1261	id_2180
id_1812	id_1987
id_1357	id_1500
id_1720	id_2408
id_15	id_1040
id_1931	id_378
id_1911	id_2147
id_1792	id_2032
id_468	id_1957
id_338	id_379
id_2529	id_1530
id_2074	id_2081
id_2348	id_1834
id_1610	id_2143
id_280	id_1830
id_2289	id_2110
id_1269	id_234
id_1902	id_2315
id_2126	id_2423
id_167	id_12
id_1815	id_2020
id_75	id_114
id_874	id_1032
id_1787	id_1663
id_420	id_587
id_2184	id_1668
id_974	id_1107
id_1928	id_1664
id_372	id_697
id_1511	id_1323
id_775	id_96
id_1801	id_1159
id_1049	id_2133
id_48	id_351
id_1319	id_2308
id_1642	id_1558
id_2378	id_531
id_1551	id_1073
id_203	id_1671
id_1562	id_1851
id_1943	id_804
id_1222	id_2344
id_2443	id_2194
id_10	id_1711
id_1933	id_827
id_230	id_2128
id_2343	id_2464
id_2473	id_1608
id_2034	id_1131
id_1571	id_477
id_1536	id_2206
id_1810	id_1176
id_2449	id_1677
id_817	id_2277
id_272	id_665
id_1	id_305
id_1721	id_1437
id_2460	id_2185
id_1248	id_1784
id_2091	id_1321
id_1892	id_1106
id_2304	id_1474
id_1572	id_2050
id_547	id_287
id_181	id_321
id_585	id_2323
id_919	id_927
id_637	id_288
id_163	id_1487
id_2395	id_2310
id_843	id_2439
id_2440	id_2506
id_740	id_1146
id_1863	id_2166
id_636	id_1300
id_2288	id_1390
id_1958	id_535
id_1142	id_935
id_660	id_2068
id_164	id_1503
id_518	id_343
id_1904	id_26
id_377	id_1924
id_1086	id_534
id_1213	id_573
id_516	id_537
id_333	id_1585
id_2354	id_385
id_784	id_653
id_2481	id_2031
id_1726	id_1451
id_1499	id_1593
id_644	id_2410
id_2514	id_2512
id_510	id_450
id_2241	id_207
id_2451	id_735
id_1638	id_99
id_2208	id_2013
id_1939	id_2306
id_363	id_134
id_1039	id_1281
id_332	id_1764
id_2270	id_97
id_1777	id_217
id_1005	id_966
id_1597	id_1493
id_84	id_1278
id_918	id_1611
id_917	id_1927
id_1532	id_1506
id_2066	id_2352
id_1258	id_1105
id_155	id_125
id_28	id_86
id_252	id_2351
id_750	id_2468
id_2517	id_2172
id_676	id_811
id_2407	id_1754
id_1438	id_1980
id_246	id_2251
id_1254	id_16
id_2388	id_1349
id_1788	id_2470
id_836	id_430
id_667	id_2227
id_154	id_1751
id_2070	id_104
id_482	id_1647
id_329	id_1745
id_143	id_1644
id_285	id_1398
id_1747	id_1998
id_1138	id_539
id_1978	id_2524
id_977	id_559
id_1087	id_1590
id_1408	id_2446
id_30	id_683
id_905	id_1472
id_502	id_1740
id_2311	id_1225
id_422	id_1770
id_1346	id_2282
id_472	id_498
id_643	id_269
id_1702	id_646
id_1351	id_2008
id_222	id_2248
id_393	id_8
id_1476	id_397
id_1479	id_515
id_2386	id_147
id_1707	id_1057
id_424	id_2479
id_1618	id_319
id_352	id_629
id_1992	id_1846
id_948	id_648
id_1234	id_1623
id_1917	id_2429
id_2234	id_1539
id_1548	id_983
id_768	id_1989
id_204	id_701
id_2033	id_2052
id_1140	id_91
id_189	id_654
id_664	id_2195
id_884	id_1632
id_2328	id_1724
id_584	id_1093
id_546	id_2139
id_1884	id_1495
id_2332	id_1550
id_1578	id_464
id_123	id_1845
id_1339	id_21
id_2483	id_692
id_1261	id_89
id_1812	id_998
id_1357	id_2463
id_1720	id_2269
id_15	id_68
id_1931	id_237
id_1911	id_1543
id_1792	id_130
id_468	id_844
id_338	id_2039
id_2529	id_55
id_2074	id_2000
id_2348	id_2060
id_1610	id_1588
id_1693	id_890
id_280	id_2412
id_2289	id_111
id_1269	id_686
id_1902	id_470
id_2126	id_2223
id_167	id_2396
id_1815	id_98
id_75	id_769
id_874	id_1961
id_1787	id_1596
id_420	id_2404
id_2184	id_713
id_974	id_297
id_1928	id_212
id_372	id_1710
id_1511	id_708
id_775	id_785
id_2036	id_2406
id_1801	id_70
id_1049	id_2477
id_48	id_208
id_1319	id_1342
id_1642	id_434
id_2378	id_1174
id_1551	id_1850
id_203	id_415
id_1562	id_1062
id_1943	id_1122
id_1222	id_478
id_2443	id_1392
id_10	id_156
id_1933	id_221
id_1738	id_2004
id_230	id_317
id_2343	id_1983
id_2473	id_842
id_194	id_1179
id_2034	id_1776
id_1571	id_2467
id_1536	id_1366
id_1810	id_1289
id_2449	id_1898
id_2450	id_302
id_817	id_345
id_272	id_2292
id_1	id_649
id_1721	id_1042
id_2460	id_2327
id_1248	id_27
id_2091	id_53
id_1892	id_1116
id_2304	id_1297
id_1572	id_651
id_547	id_1765
id_181	id_520
id_585	id_1391
id_919	id_1869
id_637	id_1937
id_1509	id_264
id_163	id_2132
id_2395	id_1305
id_843	id_1120
id_2440	id_2156
id_740	id_376
id_1863	id_1950
id_2225	id_2314
id_113	id_1950
id_2318	id_376
id_2288	id_2156
id_1958	id_1120
id_31	id_1305
id_1142	id_2132
id_660	id_264
id_518	id_1869
id_1904	id_1391
id_377	id_520
id_38	id_1765
id_1086	id_651
id_2354	id_27
id_784	id_2327
id_2481	id_1042
id_1726	id_649
id_1499	id_2292
id_644	id_345
id_2514	id_302
id_2451	id_1366
id_1638	id_2467
id_2208	id_1776
id_1939	id_1179
id_363	id_842
id_1039	id_1983
id_332	id_317
id_2270	id_2004
id_1005	id_156
id_84	id_478
id_918	id_1122
id_917	id_1062
id_1532	id_415
id_2066	id_1850
id_1258	id_1174
id_155	id_434
id_28	id_1342
id_252	id_208
id_750	id_2477
id_2517	id_70
id_676	id_2406
id_2407	id_785
id_1438	id_708
id_246	id_1710
id_1254	id_212
id_2388	id_297
id_1788	id_713
id_836	id_2404
id_667	id_1596
id_154	id_1961
id_2070	id_769
id_482	id_98
id_329	id_2396
id_285	id_470
id_1747	id_686
id_1978	id_2412
id_977	id_890
id_1087	id_1588
id_1408	id_2060
id_30	id_2000
id_905	id_55
id_502	id_2039
id_2311	id_844
id_422	id_130
id_1346	id_1543
id_472	id_237
id_643	id_68
id_1351	id_2463
id_1173	id_998
id_393	id_692
id_1476	id_21
id_1479	id_1845
id_2386	id_464
id_1707	id_1550
id_424	id_1495
id_1618	id_2139
id_352	id_1093
id_1992	id_1724
id_948	id_1632
id_1234	id_2195
id_1917	id_654
id_2234	id_91
id_1548	id_2052
id_1629	id_1034
id_2033	id_983
id_1140	id_1539
id_189	id_2429
id_664	id_1623
id_884	id_648
id_2328	id_1846
id_584	id_629
id_546	id_319
id_1884	id_2479
id_2332	id_1057
id_1578	id_147
id_123	id_515
id_1339	id_397
id_2483	id_8
id_1261	id_2248
id_1812	id_1768
id_1357	id_2008
id_1720	id_646
id_15	id_269
id_1931	id_498
id_1911	id_2282
id_1792	id_1770
id_468	id_1225
id_338	id_1740
id_2529	id_1472
id_2074	id_683
id_2348	id_2446
id_1610	id_1590
id_1693	id_559
id_280	id_2524
id_2289	id_539
id_1269	id_1998
id_2126	id_1644
id_167	id_1745
id_1815	id_1647
id_75	id_104
id_874	id_1751
id_1787	id_2227
id_420	id_430
id_2184	id_2470
id_974	id_1349
id_1928	id_16
id_372	id_2251
id_1511	id_1980
id_775	id_1754
id_2036	id_811
id_1801	id_2172
id_1049	id_2468
id_48	id_2351
id_1319	id_86
id_1642	id_125
id_2378	id_1105
id_1551	id_2352
id_203	id_1506
id_1562	id_1927
id_1943	id_1611
id_1222	id_1278
id_2443	id_1493
id_10	id_966
id_1933	id_217
id_1738	id_97
id_230	id_1764
id_2343	id_1281
id_2473	id_134
id_194	id_2306
id_2034	id_2013
id_1571	id_99
id_1536	id_735
id_1810	id_207
id_2449	id_450
id_2450	id_2512
id_1	id_1451
id_1721	id_2031
id_2460	id_653
id_1248	id_385
id_2091	id_1585
id_1892	id_537
id_2304	id_573
id_1572	id_534
id_547	id_536
id_181	id_1924
id_585	id_26
id_919	id_343
id_637	id_1503
id_1509	id_2068
id_163	id_935
id_2395	id_915
id_843	id_535
id_2440	id_1390
id_740	id_358
id_1863	id_174
id_636	id_365
id_2225	id_1300
id_113	id_2166
id_2318	id_1146
id_1958	id_2439
id_31	id_2310
id_1142	id_1487
id_164	id_288
id_518	id_927
id_1904	id_2323
id_377	id_321
id_38	id_287
id_1086	id_2050
id_1213	id_1474
id_516	id_1106
id_333	id_1321
id_2354	id_1784
id_784	id_2185
id_2481	id_1437
id_1726	id_305
id_1499	id_665
id_644	id_2277
id_2514	id_1883
id_510	id_1677
id_2241	id_1176
id_2451	id_2206
id_1638	id_477
id_2208	id_1131
id_1939	id_2083
id_363	id_1608
id_1039	id_2464
id_332	id_2128
id_2270	id_273
id_1597	id_2194
id_84	id_2344
id_918	id_804
id_917	id_1851
id_1532	id_1671
id_2066	id_1073
id_1258	id_531
id_155	id_1558
id_28	id_2308
id_252	id_351
id_750	id_2133
id_2517	id_1159
id_676	id_2057
id_2407	id_96
id_1438	id_1323
id_246	id_697
id_1254	id_1664
id_2388	id_1107
id_1788	id_1668
id_836	id_587
id_667	id_1663
id_154	id_1032
id_2070	id_114
id_482	id_2020
id_329	id_12
id_143	id_2423
id_285	id_2315
id_1747	id_234
id_1978	id_1830
id_977	id_1666
id_1408	id_1834
id_30	id_2081
id_905	id_1530
id_502	id_379
id_2311	id_1957
id_422	id_2032
id_1346	id_2147
id_472	id_378
id_643	id_1040
id_1702	id_2408
id_1351	id_1500
id_222	id_2180
id_393	id_1470
id_1476	id_611
id_1479	id_2100
id_2386	id_1485
id_1707	id_1981
id_424	id_1431
id_1618	id_1469
id_352	id_40
id_1992	id_1088
id_948	id_715
id_1234	id_19
id_1917	id_845
id_2234	id_877
id_1548	id_1621
id_768	id_728
id_1629	id_1460
id_204	id_1517
id_2033	id_1286
id_1140	id_694
id_189	id_880
id_664	id_484
id_884	id_337
id_2328	id_1889
id_584	id_446
id_546	id_1210
id_1884	id_1170
id_2332	id_1826
id_1578	id_2224
id_123	id_829
id_1339	id_1960
id_2483	id_496
id_1261	id_1194
id_1812	id_2339
id_1357	id_1288
id_1720	id_2382
id_15	id_107
id_1931	id_886
id_1911	id_474
id_1792	id_454
id_468	id_2011
id_338	id_126
id_2529	id_1591
id_2074	id_1750
id_2348	id_1793
id_1610	id_473
id_1693	id_1045
id_280	id_2320
id_2289	id_3
id_1902	id_1244
id_2126	id_195
id_167	id_1842
id_1815	id_223
id_75	id_1266
id_874	id_1973
id_1787	id_1118
id_420	id_495
id_2184	id_439
id_974	id_2018
id_1928	id_1247
id_372	id_1780
id_1511	id_296
id_775	id_631
id_2036	id_1870
id_1801	id_1405
id_1049	id_1691
id_48	id_1466
id_1319	id_1861
id_1642	id_858
id_2378	id_2444
id_1551	id_652
id_203	id_2307
id_1562	id_318
id_1222	id_1442
id_2443	id_2400
id_10	id_220
id_1933	id_279
id_1738	id_2204
id_230	id_2095
id_2473	id_1099
id_194	id_972
id_2034	id_390
id_1571	id_519
id_1810	id_1786
id_2449	id_931
id_2450	id_1930
id_817	id_1652
id_272	id_1126
id_1	id_1802
id_1721	id_1379
id_2460	id_1287
id_1248	id_1816
id_2091	id_2355
id_1892	id_449
id_2304	id_1756
id_1572	id_627
id_547	id_506
id_181	id_1854
id_585	id_2469
id_919	id_1137
id_637	id_783
id_1509	id_1773
id_163	id_1450
id_2395	id_1348
id_843	id_876
id_2440	id_1038
id_740	id_1317
id_1863	id_1868
id_636	id_1502
id_2225	id_1067
id_113	id_2262
id_2318	id_214
id_2288	id_1135
id_1958	id_835
id_31	id_1704
id_1142	id_2093
id_660	id_861
id_164	id_1414
id_518	id_315
id_1904	id_1204
id_377	id_1599
id_38	id_2087
id_1086	id_1684
id_1213	id_1996
id_516	id_196
id_333	id_1938
id_2354	id_605
id_784	id_2493
id_2481	id_1813
id_1499	id_36
id_644	id_2119
id_2514	id_168
id_510	id_2228
id_2241	id_2466
id_2451	id_1903
id_1638	id_1795
id_2208	id_2051
id_1939	id_2349
id_363	id_471
id_1039	id_1895
id_332	id_2260
id_2270	id_2125
id_1777	id_2244
id_1005	id_2242
id_1597	id_2006
id_84	id_421
id_918	id_282
id_917	id_128
id_1532	id_2064
id_2066	id_1988
id_1258	id_1733
id_155	id_1240
id_28	id_2232
id_252	id_1762
id_750	id_1617
id_2517	id_193
id_676	id_2401
id_2407	id_1734
id_1438	id_1347
id_246	id_2014
id_1254	id_929
id_2388	id_1824
id_1788	id_185
id_836	id_1498
id_667	id_120
id_154	id_2376
id_2070	id_2505
id_482	id_1113
id_329	id_229
id_143	id_1071
id_285	id_1995
id_1747	id_331
id_1978	id_466
id_1087	id_1481
id_1408	id_1888
id_30	id_1447
id_905	id_2362
id_502	id_1304
id_2311	id_344
id_422	id_1275
id_1346	id_1700
id_472	id_410
id_643	id_1929
id_1702	id_413
id_1351	id_2419
id_1173	id_1974
id_222	id_714
id_393	id_2192
id_1476	id_1299
id_1479	id_304
id_1707	id_1092
id_424	id_2062
id_1618	id_522
id_352	id_1613
id_1992	id_294
id_948	id_2379
id_1234	id_1307
id_1917	id_475
id_2234	id_2151
id_1548	id_2510
id_768	id_341
id_1629	id_311
id_2033	id_963
id_1140	id_1259
id_189	id_814
id_664	id_1648
id_884	id_1130
id_2328	id_630
id_584	id_1921
id_546	id_402
id_1884	id_1771
id_2332	id_386
id_1578	id_1444
id_123	id_1094
id_1339	id_2297
id_2483	id_530
id_1261	id_414
id_1812	id_882
id_1357	id_1942
id_1720	id_219
id_15	id_1292
id_1931	id_2317
id_1911	id_641
id_1792	id_1682
id_468	id_44
id_338	id_1676
id_2529	id_442
id_2074	id_1189
id_2348	id_13
id_1610	id_226
id_1693	id_1831
id_280	id_1193
id_2289	id_2229
id_1269	id_1508
id_1902	id_102
id_2126	id_1640
id_167	id_1183
id_1815	id_934
id_75	id_2187
id_874	id_1872
id_1787	id_1356
id_420	id_541
id_2184	id_1080
id_974	id_2530
id_1928	id_1862
id_372	id_445
id_1511	id_834
id_775	id_2377
id_2036	id_1546
id_1801	id_912
id_1049	id_1670
id_48	id_2163
id_1319	id_139
id_1642	id_2485
id_2378	id_2370
id_1551	id_2314
id_203	id_1950
id_1562	id_376
id_1943	id_2156
id_1222	id_1120
id_2443	id_1305
id_10	id_2132
id_1933	id_264
id_1738	id_1937
id_230	id_1869
id_2343	id_1391
id_2473	id_520
id_2034	id_651
id_1571	id_1297
id_1536	id_1116
id_1810	id_53
id_2449	id_27
id_2450	id_2327
id_817	id_1042
id_272	id_649
id_1	id_2292
id_1721	id_345
id_2460	id_302
id_1248	id_1898
id_2091	id_1289
id_1892	id_1366
id_2304	id_2467
id_1572	id_1776
id_547	id_1179
id_181	id_842
id_585	id_1983
id_919	id_317
id_637	id_2004
id_1509	id_221
id_163	id_156
id_2395	id_1392
id_843	id_478
id_2440	id_1122
id_740	id_1062
id_1863	id_415
id_636	id_1850
id_991	id_1850
id_556	id_415
id_1000	id_1062
id_1849	id_1122
id_1271	id_478
id_684	id_1392
id_940	id_156
id_1066	id_221
id_993	id_2004
id_2123	id_317
id_997	id_1983
id_738	id_842
id_2486	id_1179
id_980	id_1776
id_925	id_2467
id_1486	id_1366
id_999	id_1289
id_979	id_1898
id_565	id_302
id_2496	id_345
id_2416	id_2292
id_749	id_649
id_1455	id_1042
id_1439	id_2327
id_1018	id_27
id_976	id_53
id_992	id_1116
id_1004	id_1297
id_1161	id_651
id_994	id_1765
id_1284	id_520
id_2197	id_1391
id_892	id_1869
id_911	id_264
id_847	id_2132
id_956	id_1305
id_1027	id_1120
id_43	id_2156
id_770	id_376
id_2059	id_1950
id_1338	id_2314
id_782	id_2370
id_1371	id_2485
id_1002	id_139
id_2026	id_2163
id_597	id_1670
id_579	id_912
id_1006	id_1546
id_1003	id_2377
id_557	id_834
id_553	id_445
id_981	id_1862
id_1023	id_2530
id_46	id_1080
id_1803	id_541
id_1279	id_1872
id_1025	id_2187
id_973	id_934
id_1123	id_1183
id_1026	id_1640
id_552	id_102
id_1352	id_1508
id_569	id_2229
id_807	id_1193
id_588	id_1831
id_2023	id_226
id_594	id_13
id_891	id_1189
id_1446	id_442
id_1343	id_1676
id_1464	id_44
id_1630	id_641
id_1979	id_2317
id_175	id_1292
id_663	id_219
id_2002	id_1942
id_1923	id_882
id_2003	id_414
id_959	id_530
id_1014	id_2297
id_2239	id_1094
id_2120	id_1444
id_1688	id_386
id_1051	id_1771
id_965	id_402
id_2303	id_1921
id_975	id_630
id_950	id_1130
id_2490	id_1648
id_962	id_814
id_560	id_1259
id_2136	id_963
id_1030	id_2188
id_813	id_311
id_730	id_341
id_990	id_2510
id_930	id_2151
id_2079	id_475
id_1001	id_1307
id_550	id_2379
id_2374	id_294
id_1899	id_1613
id_1221	id_522
id_2375	id_2062
id_1969	id_1092
id_1016	id_2356
id_2243	id_304
id_1155	id_1299
id_1964	id_2192
id_2271	id_714
id_1990	id_1974
id_2190	id_2419
id_902	id_413
id_116	id_1929
id_485	id_410
id_1141	id_1700
id_761	id_1275
id_1403	id_344
id_1031	id_1304
id_1017	id_2362
id_1876	id_1447
id_590	id_1888
id_995	id_1481
id_2127	id_153
id_1452	id_466
id_1007	id_1587
id_989	id_331
id_991	id_1995
id_556	id_1071
id_1000	id_229
id_1849	id_1113
id_1271	id_2505
id_684	id_2376
id_940	id_120
id_1066	id_1498
id_2123	id_1824
id_997	id_929
id_738	id_2014
id_2486	id_1347
id_980	id_1734
id_925	id_2401
id_1486	id_193
id_999	id_1617
id_979	id_1762
id_565	id_2232
id_2496	id_1240
id_2416	id_1733
id_749	id_1988
id_1455	id_2064
id_1439	id_128
id_1018	id_282
id_976	id_421
id_992	id_2006
id_1004	id_2242
id_1161	id_2244
id_994	id_2125
id_1284	id_2260
id_2197	id_1895
id_892	id_471
id_2174	id_2349
id_911	id_2051
id_847	id_1795
id_956	id_1903
id_1027	id_2466
id_43	id_2228
id_770	id_168
id_2059	id_2119
id_1338	id_36
id_782	id_101
id_1371	id_1813
id_1002	id_2493
id_2026	id_605
id_579	id_196
id_1006	id_1996
id_1003	id_1684
id_557	id_2087
id_553	id_1599
id_981	id_1204
id_1023	id_315
id_46	id_1414
id_1803	id_861
id_1827	id_2093
id_1279	id_1704
id_1025	id_835
id_973	id_1135
id_1026	id_2262
id_552	id_1067
id_1352	id_1502
id_569	id_1868
id_807	id_1317
id_588	id_1038
id_2023	id_876
id_594	id_1348
id_891	id_1450
id_1446	id_1773
id_1343	id_783
id_1464	id_1137
id_1630	id_1854
id_1979	id_506
id_175	id_627
id_663	id_1756
id_2002	id_449
id_1923	id_2355
id_2003	id_1816
id_959	id_1287
id_1014	id_1379
id_2239	id_1802
id_2120	id_1126
id_1688	id_1652
id_1051	id_1930
id_965	id_931
id_2303	id_1786
id_975	id_793
id_950	id_519
id_2490	id_390
id_962	id_972
id_560	id_1099
id_2136	id_2313
id_1030	id_2095
id_813	id_2204
id_730	id_279
id_990	id_220
id_930	id_2400
id_2079	id_1442
id_1001	id_1514
id_550	id_318
id_2374	id_2307
id_1899	id_652
id_1221	id_2444
id_2375	id_858
id_1969	id_1861
id_1016	id_1466
id_2243	id_1691
id_1155	id_1405
id_1964	id_1870
id_2271	id_631
id_1990	id_296
id_2190	id_1780
id_902	id_1247
id_116	id_2018
id_485	id_439
id_1141	id_495
id_761	id_1118
id_1403	id_1973
id_1031	id_1266
id_1017	id_223
id_1876	id_1842
id_590	id_195
id_995	id_1244
id_1452	id_3
id_1007	id_2320
id_989	id_1045
id_991	id_473
id_556	id_1793
id_1000	id_1750
id_1849	id_1591
id_1271	id_126
id_684	id_2011
id_940	id_454
id_1066	id_474
id_2123	id_107
id_997	id_2382
id_738	id_1288
id_2486	id_2339
id_980	id_1194
id_925	id_496
id_1486	id_1960
id_999	id_829
id_979	id_2224
id_565	id_1826
id_2496	id_1170
id_2416	id_1210
id_749	id_446
id_1455	id_1889
id_1439	id_337
id_1018	id_484
id_976	id_880
id_992	id_694
id_1004	id_1286
id_1161	id_1517
id_994	id_1460
id_1284	id_728
id_2197	id_1621
id_892	id_877
id_2174	id_845
id_911	id_19
id_847	id_715
id_956	id_1088
id_1027	id_40
id_43	id_1469
id_770	id_1431
id_2059	id_1981
id_1338	id_1485
id_782	id_2100
id_1371	id_611
id_1002	id_1470
id_2026	id_2180
id_597	id_1987
id_579	id_1500
id_1006	id_2408
id_1003	id_1040
id_557	id_378
id_553	id_2147
id_981	id_2032
id_1023	id_1957
id_46	id_379
id_1803	id_1530
id_1827	id_2081
id_1279	id_1834
id_1025	id_2143
id_973	id_1666
id_1123	id_1830
id_1026	id_2110
id_552	id_234
id_1352	id_2315
id_569	id_2423
id_807	id_12
id_588	id_2020
id_2023	id_114
id_594	id_1032
id_891	id_1663
id_1446	id_587
id_1343	id_1668
id_1464	id_1107
id_1630	id_697
id_1979	id_1323
id_175	id_96
id_663	id_2057
id_2002	id_1159
id_1923	id_2133
id_2003	id_351
id_959	id_2308
id_1014	id_1558
id_2239	id_531
id_2120	id_1073
id_1688	id_1671
id_1051	id_1851
id_965	id_804
id_2303	id_2344
id_975	id_2194
id_990	id_477
id_930	id_2206
id_2079	id_1176
id_1001	id_1677
id_550	id_1883
id_2374	id_2277
id_1899	id_665
id_1221	id_305
id_2375	id_1437
id_1969	id_2185
id_1016	id_1784
id_2243	id_1321
id_1155	id_1106
id_1964	id_1474
id_2271	id_2050
id_1990	id_287
id_2190	id_321
id_902	id_2323
id_116	id_927
id_485	id_288
id_1141	id_284
id_761	id_1487
id_1403	id_2310
id_1031	id_2439
id_1017	id_2506
id_1876	id_1146
id_590	id_2166
id_995	id_1300
id_2127	id_365
id_1452	id_174
id_1007	id_358
id_989	id_1390
id_991	id_535
id_556	id_915
id_1000	id_935
id_1849	id_2068
id_1271	id_1503
id_684	id_343
id_940	id_26
id_1066	id_1924
id_2123	id_534
id_997	id_573
id_738	id_537
id_2486	id_1585
id_980	id_385
id_925	id_653
id_1486	id_2031
id_999	id_1451
id_979	id_1593
id_565	id_2410
