proteinA	proteinB
id_1829	id_439
id_518	id_1731
id_2120	id_2421
id_139	id_1725
id_2398	id_2257
id_247	id_784
id_1282	id_939
id_952	id_621
id_1324	id_113
id_2109	id_2074
id_2327	id_1236
id_850	id_575
id_184	id_2313
id_585	id_2512
id_779	id_2488
id_2501	id_2093
id_486	id_791
id_2689	id_435
id_1115	id_36
id_898	id_401
id_880	id_307
id_745	id_1116
id_704	id_918
id_1616	id_2599
id_2308	id_421
id_2501	id_2163
id_898	id_439
id_704	id_2531
id_2083	id_285
id_486	id_567
id_497	id_401
id_1861	id_621
id_415	id_2512
id_2289	id_1449
id_1746	id_432
id_2170	id_2022
id_2432	id_982
id_2663	id_1256
id_462	id_1894
id_2818	id_620
id_1798	id_343
id_1040	id_306
id_1755	id_1724
id_2827	id_1402
id_619	id_1329
id_886	id_2600
id_1317	id_37
id_1282	id_2488
id_2353	id_1132
id_2342	id_1449
id_1651	id_2391
id_497	id_982
id_949	id_2701
id_1392	id_2226
id_839	id_2744
id_2708	id_36
id_1113	id_1976
id_886	id_2798
id_2109	id_152
id_2637	id_1402
id_1485	id_2092
id_2632	id_2115
id_710	id_2531
id_2256	id_18
id_97	id_1329
id_2827	id_1176
id_1862	id_1725
id_1845	id_2702
id_2348	id_1527
id_2632	id_131
id_215	id_18
id_768	id_421
id_2501	id_2492
id_2770	id_1796
id_850	id_1353
id_1490	id_2377
id_1496	id_143
id_1075	id_1930
id_981	id_939
id_286	id_231
id_2323	id_231
id_1860	id_2075
id_278	id_507
id_2309	id_2436
id_682	id_160
id_2654	id_2424
id_1412	id_2025
id_2601	id_1145
id_1186	id_1685
id_1041	id_668
id_2150	id_51
id_86	id_2775
id_9	id_1892
id_1412	id_2257
id_737	id_584
id_865	id_1240
id_896	id_2559
id_215	id_1329
id_266	id_641
id_1485	id_2417
id_2460	id_1917
id_794	id_621
id_2830	id_516
id_924	id_2163
id_515	id_2389
id_837	id_2613
id_171	id_1077
id_1275	id_996
id_2813	id_254
id_1071	id_153
id_2743	id_1721
id_1643	id_434
id_597	id_990
id_2323	id_233
id_896	id_2474
id_2275	id_2464
id_1485	id_2576
id_1971	id_2714
id_2601	id_528
id_1839	id_2613
id_2372	id_528
id_184	id_2599
id_518	id_652
id_865	id_2311
id_1237	id_2173
id_1485	id_322
id_624	id_483
id_286	id_784
id_945	id_1445
id_427	id_1983
id_1048	id_687
id_2663	id_939
id_2460	id_1892
id_1746	id_1246
id_624	id_2558
id_984	id_2599
id_1397	id_789
id_2088	id_2130
id_1845	id_1221
id_161	id_2329
id_86	id_2695
id_205	id_1758
id_1502	id_198
id_265	id_432
id_908	id_2113
id_291	id_598
id_2506	id_1731
id_2309	id_1145
id_2161	id_1233
id_710	id_773
id_2501	id_401
id_2754	id_1325
id_1275	id_1698
id_1455	id_198
id_1571	id_144
id_1048	id_285
id_886	id_2073
id_1945	id_744
id_2161	id_1721
id_2326	id_2638
id_2395	id_113
id_930	id_2173
id_1952	id_1774
id_184	id_402
id_360	id_2312
id_2360	id_918
id_1146	id_534
id_1837	id_1774
id_949	id_1271
id_916	id_46
id_277	id_123
id_2637	id_1793
id_1755	id_936
id_1561	id_2424
id_1237	id_1413
id_1993	id_2784
id_2218	id_1504
id_2770	id_516
id_2632	id_1414
id_660	id_1464
id_2361	id_2546
id_1160	id_95
id_320	id_2251
id_1201	id_483
id_893	id_2338
id_1747	id_2069
id_396	id_2073
id_916	id_992
id_1239	id_693
id_1945	id_1725
id_2323	id_1740
id_2630	id_253
id_2155	id_99
id_2334	id_203
id_2361	id_2787
id_2503	id_2338
id_2398	id_1340
id_2334	id_1468
id_90	id_1794
id_949	id_2173
id_2348	id_432
id_629	id_2638
id_774	id_1698
id_2610	id_2113
id_2517	id_2464
id_916	id_1325
id_320	id_489
id_1945	id_46
id_2397	id_822
id_908	id_1644
id_1862	id_435
id_660	id_2311
id_580	id_738
id_191	id_2338
id_2725	id_712
id_139	id_1084
id_2760	id_1976
id_629	id_2549
id_2088	id_936
id_2088	id_1176
id_930	id_1364
id_1561	id_2421
id_2120	id_2531
id_1040	id_51
id_1040	id_198
id_806	id_2787
id_570	id_70
id_157	id_1388
id_305	id_1011
id_2636	id_2130
id_76	id_2421
id_768	id_2757
id_1186	id_2046
id_456	id_371
id_2632	id_499
id_1948	id_1303
id_2127	id_116
id_1829	id_996
id_1244	id_198
id_90	id_744
id_2218	id_996
id_1157	id_2702
id_417	id_2046
id_880	id_735
id_893	id_1665
id_1069	id_2775
id_2601	id_102
id_9	id_499
id_1643	id_2488
id_1071	id_918
id_1948	id_472
id_2083	id_203
id_1993	id_70
id_189	id_2037
id_1651	id_1236
id_2256	id_365
id_630	id_2118
id_2758	id_1240
id_570	id_1355
id_2758	id_2546
id_2789	id_144
id_2398	id_2260
id_2501	id_1930
id_1282	id_26
id_981	id_152
id_1755	id_1218
id_1151	id_968
id_112	id_2664
id_1574	id_738
id_530	id_434
id_879	id_665
id_2689	id_620
id_1113	id_676
id_417	id_822
id_1324	id_816
id_1485	id_1611
id_2483	id_369
id_736	id_2546
id_2393	id_102
id_2256	id_2558
id_156	id_1685
id_624	id_285
id_1184	id_675
id_2348	id_2430
id_988	id_37
id_768	id_1702
id_223	id_2638
id_1807	id_2502
id_2830	id_1012
id_2398	id_856
id_461	id_402
id_1235	id_1366
id_2610	id_51
id_2218	id_1665
id_396	id_1246
id_1326	id_2763
id_1394	id_1139
id_277	id_2092
id_2109	id_582
id_2636	id_71
id_1876	id_744
id_2342	id_816
id_517	id_1930
id_5	id_116
id_794	id_620
id_2758	id_2338
id_978	id_1892
id_415	id_1414
id_2086	id_2436
id_1755	id_996
id_1244	id_2320
id_2758	id_722
id_1412	id_2600
id_844	id_936
id_1807	id_1468
id_1948	id_856
id_2127	id_2737
id_879	id_425
id_2467	id_170
id_2460	id_2711
id_2830	id_116
id_886	id_1562
id_2250	id_2464
id_2283	id_996
id_1920	id_996
id_995	id_534
id_415	id_2701
id_807	id_1798
id_518	id_2163
id_515	id_2417
id_1323	id_1931
id_679	id_606
id_2145	id_2762
id_949	id_598
id_205	id_1740
id_1067	id_1892
id_2196	id_2311
id_266	id_648
id_2101	id_687
id_461	id_2464
id_2754	id_567
id_2283	id_2512
id_212	id_2459
id_1651	id_123
id_2770	id_1976
id_2273	id_1329
id_2228	id_168
id_2470	id_1303
id_1948	id_2701
id_2237	id_231
id_1945	id_939
id_624	id_567
id_1394	id_2389
id_1688	id_1793
id_623	id_2551
id_2309	id_1530
id_1284	id_643
id_719	id_1134
id_2832	id_2600
id_1397	id_1266
id_1837	id_151
id_1126	id_816
id_629	id_2337
id_689	id_2488
id_2708	id_2337
id_2353	id_816
id_2371	id_1983
id_745	id_2667
id_2372	id_1749
id_1123	id_598
id_1571	id_1409
id_1480	id_1329
id_1286	id_2377
id_2360	id_2311
id_1853	id_36
id_2348	id_2787
id_1998	id_2033
id_649	id_996
id_225	id_1731
id_517	id_2093
id_1455	id_2118
id_619	id_2480
id_2470	id_269
id_1397	id_2252
id_1289	id_667
id_2610	id_918
id_2663	id_987
id_660	id_142
id_9	id_773
id_1282	id_2252
id_2170	id_2115
id_2689	id_1750
id_1845	id_1218
id_1038	id_51
id_427	id_652
id_1239	id_151
id_2610	id_2834
id_1807	id_528
id_985	id_1912
id_2680	id_1976
id_597	id_71
id_1343	id_1188
id_184	id_1702
id_2360	id_2723
id_1048	id_2025
id_2503	id_1134
id_1151	id_773
id_1043	id_1926
id_2432	id_2068
id_988	id_1562
id_2101	id_170
id_945	id_1484
id_155	id_123
id_768	id_1240
id_2395	id_1218
id_1862	id_2113
id_1566	id_2686
id_2326	id_987
id_930	id_1271
id_2348	id_2337
id_518	id_2459
id_2155	id_940
id_988	id_425
id_205	id_421
id_2663	id_2075
id_916	id_2022
id_277	id_793
id_1485	id_2824
id_2263	id_797
id_517	id_2141
id_384	id_285
id_235	id_1644
id_689	id_2118
id_1048	id_2338
id_2637	id_1504
id_205	id_298
id_2517	id_1449
id_1807	id_151
id_2155	id_722
id_1839	id_2488
id_518	id_133
id_570	id_253
id_2601	id_2737
id_2088	id_2391
id_1289	id_1611
id_758	id_1445
id_86	id_2559
id_1222	id_735
id_2355	id_92
id_2308	id_2757
id_1470	id_1930
id_978	id_1675
id_2026	id_2546
id_1394	id_2337
id_952	id_652
id_2014	id_675
id_2637	id_534
id_1470	id_2389
id_360	id_2512
id_1942	id_2003
id_2388	id_160
id_2770	id_1295
id_343	id_1866
id_2503	id_36
id_2127	id_712
id_2398	id_2745
id_2630	id_133
id_417	id_1931
id_1052	id_582
id_1839	id_2417
id_1845	id_2701
id_236	id_2757
id_619	id_918
id_916	id_151
id_2360	id_2757
id_205	id_738
id_768	id_102
id_1392	id_1892
id_1837	id_449
id_212	id_1868
id_2637	id_1814
id_2175	id_2695
id_417	id_2723
id_1123	id_940
id_265	id_2599
id_2501	id_1414
id_1115	id_1451
id_1198	id_1414
id_2308	id_1426
id_619	id_528
id_2717	id_2502
id_898	id_2599
id_2283	id_401
id_291	id_718
id_1561	id_1413
id_898	id_2675
id_1790	id_1749
id_291	id_1329
id_2530	id_151
id_215	id_233
id_1287	id_425
id_1123	id_99
id_679	id_1221
id_827	id_652
id_371	id_2402
id_2304	id_446
id_2363	id_435
id_774	id_1886
id_1574	id_71
id_2355	id_1409
id_758	id_1256
id_2725	id_735
id_478	id_822
id_1126	id_2320
id_2680	id_652
id_839	id_973
id_2342	id_516
id_2355	id_2559
id_1201	id_1340
id_2636	id_143
id_247	id_1426
id_1237	id_582
id_945	id_1731
id_1961	id_1943
id_2470	id_253
id_2112	id_2787
id_2706	id_1084
id_1845	id_1943
id_779	id_957
id_277	id_2664
id_1040	id_133
id_2360	id_693
id_2256	id_1472
id_112	id_1866
id_2360	id_133
id_978	id_2702
id_2517	id_2695
id_630	id_2464
id_2789	id_575
id_2398	id_2723
id_917	id_188
id_2372	id_2313
id_236	id_793
id_1490	id_489
id_624	id_316
id_150	id_2723
id_630	id_665
id_2447	id_1675
id_2348	id_1127
id_745	id_2559
id_710	id_1012
id_2743	id_253
id_1235	id_153
id_2813	id_687
id_1942	id_1504
id_1998	id_2311
id_839	id_1504
id_1616	id_2559
id_9	id_1006
id_2372	id_584
id_1871	id_37
id_774	id_1926
id_1186	id_2711
id_2161	id_2163
id_1282	id_822
id_1198	id_1303
id_2395	id_1139
id_952	id_1943
id_1434	id_2559
id_1800	id_2675
id_837	id_2073
id_1323	id_2492
id_157	id_1414
id_139	id_693
id_1029	id_2745
id_2517	id_1387
id_2770	id_2329
id_570	id_2531
id_796	id_1926
id_9	id_472
id_2679	id_2108
id_1394	id_1103
id_235	id_567
id_2363	id_2402
id_2283	id_483
id_1830	id_2046
id_2503	id_439
id_737	id_1794
id_1248	id_1675
id_191	id_2252
id_2632	id_1868
id_305	id_1774
id_112	id_2069
id_320	id_1685
id_2398	id_2667
id_682	id_170
id_2419	id_2558
id_2636	id_1084
id_2717	id_36
id_745	id_203
id_277	id_667
id_2827	id_1387
id_768	id_621
id_1357	id_2118
id_1323	id_936
id_1048	id_856
id_1282	id_620
id_796	id_712
id_2818	id_1256
id_2517	id_939
id_2161	id_1161
id_1839	id_1402
id_1287	id_609
id_1942	id_822
id_2506	id_2173
id_1496	id_1419
id_1800	id_2834
id_2467	id_667
id_2760	id_1084
id_2680	id_253
id_2361	id_712
id_415	id_1402
id_1357	id_131
id_2694	id_1464
id_948	id_2173
id_623	id_2037
id_236	id_322
id_157	id_36
id_850	id_2430
id_2088	id_1987
id_2371	id_1419
id_737	id_2391
id_1971	id_2006
id_360	id_606
id_161	id_687
id_2393	id_1930
id_844	id_2075
id_1394	id_2312
id_1920	id_2436
id_530	id_2337
id_2327	id_2667
id_1146	id_13
id_522	id_2329
id_2161	id_1116
id_265	id_1266
id_2106	id_1894
id_611	id_2417
id_807	id_1184
id_286	id_446
id_294	id_2549
id_779	id_718
id_417	id_1774
id_1688	id_435
id_1790	id_283
id_2725	id_1236
id_796	id_2257
id_1971	id_2834
id_1026	id_1794
id_850	id_2125
id_1643	id_1794
id_1163	id_402
id_1317	id_1724
id_2228	id_432
id_988	id_99
id_303	id_231
id_1282	id_1611
id_1693	id_1866
id_1069	id_1562
id_2360	id_1731
id_459	id_1892
id_2308	id_2436
id_952	id_2251
id_1040	id_1527
id_112	id_676
id_1961	id_306
id_2259	id_1132
id_597	id_1364
id_236	id_401
id_1589	id_2798
id_2323	id_1702
id_2360	id_1468
id_1566	id_2364
id_1048	id_2664
id_343	id_99
id_360	id_198
id_1829	id_2668
id_247	id_2711
id_2237	id_793
id_978	id_2775
id_2360	id_2512
id_1948	id_102
id_2363	id_1355
id_157	id_1665
id_831	id_53
id_2309	id_2417
id_880	id_449
id_2289	id_2551
id_1394	id_816
id_1038	id_316
id_917	id_1562
id_2680	id_1271
id_879	id_233
id_580	id_51
id_157	id_99
id_1043	id_1295
id_2530	id_1943
id_1502	id_1987
id_630	id_2069
id_1496	id_2368
id_2026	id_1484
id_1502	id_1084
id_2630	id_2599
id_1693	id_1943
id_2743	id_1912
id_2760	id_1931
id_1040	id_472
id_2327	id_152
id_2467	id_71
id_2632	id_1132
id_2342	id_712
id_1566	id_2069
id_478	id_2459
id_427	id_1366
id_2372	id_2377
id_850	id_53
id_1746	id_2252
id_841	id_2686
id_710	id_676
id_2150	id_822
id_1289	id_316
id_157	id_1654
id_1920	id_1721
id_1157	id_401
id_1123	id_1413
id_462	id_2488
id_597	id_1134
id_1837	id_2502
id_294	id_2695
id_660	id_2599
id_2754	id_2737
id_1993	id_2701
id_155	id_620
id_112	id_2163
id_2830	id_2502
id_1067	id_2576
id_2363	id_735
id_2323	id_2421
id_282	id_2033
id_1566	id_116
id_360	id_676
id_2447	id_1721
id_247	id_2368
id_1146	id_36
id_2371	id_51
id_2365	id_789
id_1258	id_2338
id_1845	id_2417
id_924	id_2033
id_305	id_322
id_515	id_1793
id_831	id_2257
id_1574	id_2141
id_1693	id_2436
id_945	id_53
id_1324	id_2311
id_1996	id_152
id_1434	id_665
id_1052	id_2667
id_1186	id_1611
id_2237	id_851
id_844	id_1233
id_2363	id_92
id_2470	id_2069
id_1747	id_621
id_719	id_285
id_156	id_424
id_1490	id_2558
id_1195	id_144
id_2758	id_1419
id_2395	id_95
id_1837	id_168
id_518	id_1329
id_2770	id_744
id_2637	id_1084
id_1397	id_2368
id_736	id_2006
id_9	id_2075
id_611	id_103
id_1286	id_306
id_893	id_435
id_1485	id_2037
id_1275	id_2667
id_2717	id_957
id_2393	id_2312
id_1830	id_2737
id_1284	id_693
id_1195	id_1084
id_2363	id_2763
id_1746	id_1295
id_611	id_789
id_995	id_143
id_2601	id_99
id_2743	id_233
id_2161	id_2092
id_384	id_152
id_948	id_957
id_212	id_2252
id_611	id_1868
id_768	id_789
id_1071	id_2073
id_2447	id_784
id_150	id_113
id_1317	id_2613
id_837	id_1449
id_517	id_1340
id_286	id_1116
id_2353	id_472
id_1747	id_1749
id_1282	id_1236
id_1485	id_875
id_2371	id_1266
id_1485	id_2488
id_1123	id_1240
id_1571	id_1794
id_1496	id_77
id_2237	id_2664
id_2419	id_2834
id_1455	id_2312
id_1160	id_2320
id_2170	id_2613
id_2760	id_2558
id_1239	id_1464
id_1480	id_2745
id_161	id_2424
id_1248	id_1221
id_1790	id_421
id_2813	id_2118
id_2083	id_2046
id_5	id_575
id_908	id_2711
id_2360	id_1793
id_1996	id_2037
id_517	id_2108
id_839	id_875
id_1397	id_439
id_1324	id_269
id_1871	id_298
id_2101	id_2784
id_530	id_2474
id_1146	id_2784
id_2051	id_1725
id_2289	id_1894
id_2689	id_2714
id_2327	id_1472
id_1948	id_424
id_86	id_307
id_2610	id_151
id_461	id_168
id_1040	id_620
id_1026	id_472
id_1871	id_231
id_2308	id_1793
id_1048	id_2115
id_2101	id_18
id_363	id_2093
id_865	id_2824
id_191	id_1116
id_1871	id_70
id_1455	id_987
id_2327	id_1145
id_1195	id_2784
id_988	id_1644
id_1275	id_375
id_522	id_1702
id_757	id_160
id_2467	id_2546
id_1643	id_2069
id_1536	id_1161
id_1287	id_2546
id_2827	id_2033
id_2342	id_285
id_1244	id_2368
id_1052	id_1721
id_2636	id_2312
id_2827	id_738
id_736	id_830
id_1075	id_1161
id_1284	id_1611
id_2440	id_2031
id_2026	id_830
id_2323	id_2380
id_2830	id_1731
id_2348	id_1926
id_1029	id_1750
id_2326	id_528
id_1993	id_2424
id_191	id_987
id_1860	id_676
id_343	id_1892
id_150	id_987
id_184	id_2787
id_90	id_432
id_1837	id_598
id_2170	id_1340
id_90	id_735
id_2283	id_2257
id_1163	id_1926
id_2273	id_316
id_497	id_2252
id_1942	id_1256
id_522	id_1794
id_2827	id_1644
id_1800	id_2531
id_1871	id_1814
id_305	id_1006
id_97	id_92
id_343	id_784
id_518	id_36
id_2508	id_2380
id_157	id_2141
id_191	id_2025
id_660	id_152
id_1800	id_1834
id_624	id_2824
id_2372	id_151
id_988	id_401
id_396	id_2115
id_1536	id_2338
id_796	id_665
id_1067	id_1145
id_2155	id_1611
id_1071	id_2093
id_1048	id_1930
id_1952	id_70
id_1282	id_2695
id_157	id_1295
id_1163	id_120
id_585	id_449
id_1160	id_2046
id_984	id_1449
id_1113	id_2173
id_2601	id_2668
id_1480	id_434
id_2161	id_1987
id_90	id_170
id_2689	id_2380
id_1862	id_1329
id_1860	id_598
id_1952	id_1387
id_1201	id_2512
id_1961	id_499
id_1067	id_1796
id_212	id_1233
id_1861	id_2531
id_1067	id_2368
id_1029	id_2377
id_265	id_2260
id_945	id_1892
id_633	id_2038
id_924	id_1725
id_459	id_2046
id_774	id_2069
id_2743	id_483
id_2175	id_1758
id_1747	id_2675
id_1392	id_2488
id_1455	id_152
id_570	id_2338
id_1861	id_1472
id_880	id_2459
id_1998	id_18
id_837	id_735
id_146	id_1414
id_1839	id_371
id_2818	id_1983
id_619	id_1866
id_1146	id_1731
id_462	id_2763
id_1286	id_449
id_1126	id_1132
id_2813	id_584
id_1589	id_1698
id_2706	id_1246
id_948	id_1758
id_2014	id_1798
id_2706	id_143
id_1326	id_1176
id_2315	id_822
id_704	id_1611
id_649	id_95
id_2419	id_298
id_2506	id_1402
id_1029	id_1084
id_1830	id_1725
id_2447	id_996
id_2432	id_1413
id_462	id_2792
id_2335	id_483
id_2150	id_203
id_1853	id_2260
id_1237	id_285
id_624	id_2173
id_2467	id_2695
id_831	id_1917
id_1485	id_133
id_2304	id_123
id_2632	id_123
id_1574	id_2834
id_90	id_793
id_1993	id_2115
id_619	id_620
id_630	id_918
id_2679	id_1472
id_2708	id_2701
id_1470	id_957
id_1115	id_1414
id_570	id_2320
id_580	id_1912
id_155	id_77
id_286	id_1868
id_1248	id_1006
id_1688	id_1685
id_619	id_1271
id_2170	id_1266
id_2218	id_2787
id_2630	id_2424
id_736	id_621
id_2689	id_2531
id_880	id_851
id_1184	id_343
id_184	id_1654
id_1222	id_2226
id_659	id_1013
id_1326	id_1103
id_908	id_2337
id_1996	id_2664
id_2335	id_1419
id_2432	id_1507
id_2654	id_851
id_2086	id_2022
id_660	id_1926
id_2388	id_2474
id_1830	id_2301
id_461	id_1740
id_1574	id_2389
id_2101	id_439
id_1961	id_160
id_2112	id_712
id_796	id_2667
id_2372	id_402
id_522	id_1654
id_1480	id_2118
id_2501	id_1271
id_981	id_1675
id_223	id_1139
id_1860	id_18
id_995	id_2613
id_486	id_1449
id_1502	id_2251
id_247	id_1654
id_459	id_652
id_1163	id_575
id_1993	id_1976
id_2365	id_1562
id_831	id_1654
id_2109	id_1176
id_2470	id_151
id_1323	id_203
id_1075	id_143
id_1747	id_1449
id_794	id_2421
id_758	id_939
id_2315	id_2664
id_2395	id_1866
id_343	id_738
id_1195	id_1409
id_2832	id_2364
id_2630	id_2118
id_2679	id_203
id_2220	id_1721
id_827	id_718
id_2813	id_2600
id_2530	id_1794
id_624	id_2464
id_1807	id_307
id_981	id_2075
id_1324	id_421
id_2460	id_2667
id_1275	id_1743
id_2256	id_606
id_827	id_499
id_282	id_425
id_2365	id_2600
id_774	id_2251
id_1151	id_1364
id_2467	id_1413
id_2827	id_2559
id_2196	id_2798
id_396	id_1675
id_1071	id_1721
id_1123	id_2675
id_597	id_2130
id_76	id_1504
id_2101	id_283
id_2334	id_151
id_2610	id_598
id_1571	id_2798
id_841	id_773
id_978	id_1416
id_1561	id_1976
id_719	id_99
id_2630	id_307
id_1693	id_1665
id_1157	id_439
id_1862	id_1366
id_2371	id_1987
id_1222	id_113
id_630	id_2391
id_629	id_123
id_76	id_2025
id_97	id_2695
id_839	id_793
id_2789	id_1134
id_2517	id_1931
id_2220	id_1685
id_1775	id_2798
id_282	id_2130
id_2467	id_151
id_2327	id_2115
id_736	id_1740
id_1043	id_188
id_1038	id_2512
id_506	id_278
id_1862	id_1413
id_189	id_1402
id_2708	id_2074
id_1800	id_609
id_2259	id_2638
id_2348	id_499
id_2760	id_1011
id_479	id_1886
id_2196	id_53
id_2323	id_102
id_1871	id_987
id_1394	id_1749
id_1160	id_369
id_978	id_968
id_2363	id_2389
id_1048	id_1731
id_648	id_797
id_90	id_1006
id_2304	id_793
id_1412	id_2377
id_2120	id_1139
id_1248	id_2599
id_1121	id_1814
id_286	id_188
id_2432	id_1943
id_981	id_316
id_879	id_2313
id_320	id_2025
id_1286	id_421
id_236	id_1233
id_161	id_2488
id_1048	id_489
id_2398	id_2824
id_1470	id_1468
id_1198	id_298
id_880	id_1266
id_978	id_1116
id_1324	id_2464
id_2360	id_283
id_2404	id_2546
id_1480	id_1413
id_236	id_567
id_1860	id_1926
id_1480	id_567
id_1067	id_784
id_2334	id_2226
id_461	id_598
id_282	id_918
id_1123	id_2784
id_530	id_718
id_1289	id_1527
id_1961	id_1530
id_2760	id_918
id_1201	id_1236
id_1157	id_2757
id_2335	id_2576
id_1502	id_2502
id_161	id_793
id_320	id_939
id_2501	id_253
id_949	id_1236
id_1397	id_939
id_1362	id_1731
id_623	id_2480
id_155	id_1530
id_2309	id_1930
id_689	id_1295
id_146	id_2022
id_1048	id_718
id_1566	id_1675
id_486	id_77
id_1163	id_1132
id_1362	id_2424
id_930	id_1987
id_1198	id_1976
id_2051	id_2787
id_1942	id_2251
id_2694	id_1116
id_456	id_1839
id_1029	id_1387
id_1075	id_1740
id_2051	id_2695
id_1747	id_2377
id_917	id_71
id_1123	id_1402
id_597	id_2118
id_710	id_1527
id_2237	id_957
id_1146	id_1943
id_844	id_1654
id_2432	id_1414
id_282	id_2252
id_1829	id_1749
id_844	id_253
id_1069	id_957
id_2680	id_1246
id_1201	id_2436
id_461	id_231
id_2706	id_253
id_2256	id_2424
id_2395	id_990
id_2680	id_2695
id_880	id_2025
id_478	id_918
id_1287	id_2675
id_530	id_534
id_611	id_2474
